                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                 1.2607,                  1.461,                 1.2262,                0.59445,                0.63636,                0.67687,                0.48609,                 1.4531,                 2.1759,                 1.5212,              0.0013981,              0.0013981,              0.0013981
                    155,                 1.1353,                 1.1924,                 1.1343,                0.59445,                0.63636,                0.67687,                0.48609,                 1.4531,                 2.1759,                 1.5212,              0.0013941,              0.0013941,              0.0013941
                    156,                 1.4856,                 1.5184,                 1.2778,                0.38218,                0.72727,                0.53575,                 0.3102,                 1.5556,                 2.2236,                 1.6153,              0.0013902,              0.0013902,              0.0013902
                    157,                 1.3584,                 1.4351,                 1.2978,                0.38218,                0.72727,                0.53575,                 0.3102,                 1.5556,                 2.2236,                 1.6153,              0.0013862,              0.0013862,              0.0013862
                    158,                 1.5042,                 1.6387,                 1.3257,                0.38218,                0.72727,                0.53575,                 0.3102,                 1.5556,                 2.2236,                 1.6153,              0.0013822,              0.0013822,              0.0013822
                    159,                 1.2085,                 1.3978,                 1.2293,                0.38218,                0.72727,                0.53575,                 0.3102,                 1.5556,                 2.2236,                 1.6153,              0.0013783,              0.0013783,              0.0013783
                    160,                 1.2467,                  1.329,                 1.1589,                0.35796,                0.63636,                0.49209,                0.17712,                 1.8523,                 2.2546,                 1.8372,              0.0013743,              0.0013743,              0.0013743
                    161,                 1.4507,                 1.2842,                 1.2011,                0.35796,                0.63636,                0.49209,                0.17712,                 1.8523,                 2.2546,                 1.8372,              0.0013704,              0.0013704,              0.0013704
                    162,                 1.2837,                  1.383,                 1.1787,                0.35796,                0.63636,                0.49209,                0.17712,                 1.8523,                 2.2546,                 1.8372,              0.0013664,              0.0013664,              0.0013664
                    163,                 1.3147,                 1.1806,                 1.1598,                0.35796,                0.63636,                0.49209,                0.17712,                 1.8523,                 2.2546,                 1.8372,              0.0013624,              0.0013624,              0.0013624
                    164,                 1.2278,                 1.1919,                 1.1801,                0.35348,                0.63636,                0.34169,                0.17566,                 1.7663,                 2.2442,                 1.6742,              0.0013585,              0.0013585,              0.0013585
                    165,                 1.0544,                 1.4116,                 1.1059,                0.35348,                0.63636,                0.34169,                0.17566,                 1.7663,                 2.2442,                 1.6742,              0.0013545,              0.0013545,              0.0013545
                    166,                 1.0965,                 1.2558,                 1.1672,                0.35348,                0.63636,                0.34169,                0.17566,                 1.7663,                 2.2442,                 1.6742,              0.0013506,              0.0013506,              0.0013506
                    167,                 1.0842,                 1.1905,                 1.1145,                0.35348,                0.63636,                0.34169,                0.17566,                 1.7663,                 2.2442,                 1.6742,              0.0013466,              0.0013466,              0.0013466
                    168,                 1.2329,                  1.295,                 1.1934,                0.49307,                0.72727,                0.50282,                  0.273,                 1.4791,                 1.9324,                 1.3371,              0.0013426,              0.0013426,              0.0013426
                    169,                 1.2335,                 1.1673,                 1.1783,                0.49307,                0.72727,                0.50282,                  0.273,                 1.4791,                 1.9324,                 1.3371,              0.0013387,              0.0013387,              0.0013387
                    170,                 1.0461,                 1.1866,                 1.0928,                0.49307,                0.72727,                0.50282,                  0.273,                 1.4791,                 1.9324,                 1.3371,              0.0013347,              0.0013347,              0.0013347
                    171,                 1.1851,                 1.3974,                  1.128,                0.49307,                0.72727,                0.50282,                  0.273,                 1.4791,                 1.9324,                 1.3371,              0.0013308,              0.0013308,              0.0013308
                    172,                 1.0722,                 1.2357,                 1.1672,                0.43777,                0.90909,                0.66206,                 0.3222,                 1.3966,                 1.7693,                 1.2894,              0.0013268,              0.0013268,              0.0013268
                    173,                 1.0932,                 1.0538,                 1.0937,                0.43777,                0.90909,                0.66206,                 0.3222,                 1.3966,                 1.7693,                 1.2894,              0.0013228,              0.0013228,              0.0013228
                    174,                 1.1482,                 1.2154,                 1.1183,                0.43777,                0.90909,                0.66206,                 0.3222,                 1.3966,                 1.7693,                 1.2894,              0.0013189,              0.0013189,              0.0013189
                    175,                 1.3008,                 1.1251,                 1.1938,                0.43777,                0.90909,                0.66206,                 0.3222,                 1.3966,                 1.7693,                 1.2894,              0.0013149,              0.0013149,              0.0013149
                    176,                 1.1907,                 1.5302,                 1.1713,                0.71846,                 0.6979,                0.82945,                0.44019,                 1.2779,                 1.7921,                 1.2425,               0.001311,               0.001311,               0.001311
                    177,                 1.2058,                  1.171,                 1.1355,                0.71846,                 0.6979,                0.82945,                0.44019,                 1.2779,                 1.7921,                 1.2425,               0.001307,               0.001307,               0.001307
                    178,                 1.4163,                 1.2555,                 1.2749,                0.71846,                 0.6979,                0.82945,                0.44019,                 1.2779,                 1.7921,                 1.2425,               0.001303,               0.001303,               0.001303
                    179,                 1.5568,                 1.6129,                 1.3682,                0.71846,                 0.6979,                0.82945,                0.44019,                 1.2779,                 1.7921,                 1.2425,              0.0012991,              0.0012991,              0.0012991
                    180,                 1.3462,                 1.1394,                 1.3241,                0.81694,                0.63636,                0.78818,                0.51933,                 1.1957,                 1.7078,                 1.2409,              0.0012951,              0.0012951,              0.0012951
                    181,                  1.338,                 1.5008,                 1.3411,                0.81694,                0.63636,                0.78818,                0.51933,                 1.1957,                 1.7078,                 1.2409,              0.0012912,              0.0012912,              0.0012912
                    182,                 1.1697,                 1.1676,                 1.2544,                0.81694,                0.63636,                0.78818,                0.51933,                 1.1957,                 1.7078,                 1.2409,              0.0012872,              0.0012872,              0.0012872
                    183,                  1.241,                 1.2342,                 1.2711,                0.81694,                0.63636,                0.78818,                0.51933,                 1.1957,                 1.7078,                 1.2409,              0.0012832,              0.0012832,              0.0012832
                    184,                 1.0369,                 1.1525,                 1.1723,                      1,                0.62338,                0.81464,                0.56867,                 1.2047,                 1.3785,                  1.254,              0.0012793,              0.0012793,              0.0012793
                    185,                  1.007,                 1.0075,                 1.0478,                      1,                0.62338,                0.81464,                0.56867,                 1.2047,                 1.3785,                  1.254,              0.0012753,              0.0012753,              0.0012753
                    186,                 1.0539,                 1.1991,                  1.094,                      1,                0.62338,                0.81464,                0.56867,                 1.2047,                 1.3785,                  1.254,              0.0012714,              0.0012714,              0.0012714
                    187,                 1.1995,                 1.1207,                 1.1482,                      1,                0.62338,                0.81464,                0.56867,                 1.2047,                 1.3785,                  1.254,              0.0012674,              0.0012674,              0.0012674
                    188,                 1.1322,                 1.1646,                 1.1631,                0.90455,                0.86366,                0.92399,                0.67731,                 1.0153,                  1.149,                  1.179,              0.0012634,              0.0012634,              0.0012634
                    189,                  1.154,                 1.1178,                  1.103,                0.90455,                0.86366,                0.92399,                0.67731,                 1.0153,                  1.149,                  1.179,              0.0012595,              0.0012595,              0.0012595
